"Popn","Year","Areatype","Sex","Code","Name","Age","Agegroup2","Agegroup"
33548,2024,"REG",1,"E12000005","WEST MIDLANDS",64,"60-64","60-64"
36604,2024,"REG",1,"E12000006","EAST",64,"60-64","60-64"
39650,2024,"REG",1,"E12000007","LONDON",64,"60-64","60-64"
53560,2024,"REG",1,"E12000008","SOUTH EAST",64,"60-64","60-64"
36198,2024,"REG",1,"E12000009","SOUTH WEST",64,"60-64","60-64"
322496,2024,"ENG",1,"E92000001","ENGLAND",64,"60-64","60-64"
342335,2024,"E&W",1,"K04000001","ENGLAND AND WALES",64,"60-64","60-64"
14316,2024,"REG",1,"E12000001","NORTH EAST",70,"70-74","70-74"
35027,2024,"REG",1,"E12000002","NORTH WEST",70,"70-74","70-74"
26637,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",70,"70-74","70-74"
23949,2024,"REG",1,"E12000004","EAST MIDLANDS",70,"70-74","70-74"
27449,2024,"REG",1,"E12000005","WEST MIDLANDS",70,"70-74","70-74"
29617,2024,"REG",1,"E12000006","EAST",70,"70-74","70-74"
26635,2024,"REG",1,"E12000007","LONDON",70,"70-74","70-74"
42979,2024,"REG",1,"E12000008","SOUTH EAST",70,"70-74","70-74"
30426,2024,"REG",1,"E12000009","SOUTH WEST",70,"70-74","70-74"
19839,2024,"WAL",1,"W92000004","WALES",64,"60-64","60-64"
257035,2024,"ENG",1,"E92000001","ENGLAND",70,"70-74","70-74"
273726,2024,"E&W",1,"K04000001","ENGLAND AND WALES",70,"70-74","70-74"
16691,2024,"WAL",1,"W92000004","WALES",70,"70-74","70-74"
4964,2024,"REG",1,"E12000001","NORTH EAST",85,"85+","85-89"
13055,2024,"REG",1,"E12000002","NORTH WEST",85,"85+","85-89"
9781,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",85,"85+","85-89"
9189,2024,"REG",1,"E12000004","EAST MIDLANDS",85,"85+","85-89"
11175,2024,"REG",1,"E12000005","WEST MIDLANDS",85,"85+","85-89"
12481,2024,"REG",1,"E12000006","EAST",85,"85+","85-89"
9439,2024,"REG",1,"E12000007","LONDON",85,"85+","85-89"
18066,2024,"REG",1,"E12000008","SOUTH EAST",85,"85+","85-89"
12739,2024,"REG",1,"E12000009","SOUTH WEST",85,"85+","85-89"
100889,2024,"ENG",1,"E92000001","ENGLAND",85,"85+","85-89"
106977,2024,"E&W",1,"K04000001","ENGLAND AND WALES",85,"85+","85-89"
14221,2024,"REG",2,"E12000001","NORTH EAST",5,"05-09","05-09"
43567,2024,"REG",2,"E12000002","NORTH WEST",5,"05-09","05-09"
31269,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",5,"05-09","05-09"
27049,2024,"REG",2,"E12000004","EAST MIDLANDS",5,"05-09","05-09"
35664,2024,"REG",2,"E12000005","WEST MIDLANDS",5,"05-09","05-09"
37277,2024,"REG",2,"E12000006","EAST",5,"05-09","05-09"
50692,2024,"REG",2,"E12000007","LONDON",5,"05-09","05-09"
53249,2024,"REG",2,"E12000008","SOUTH EAST",5,"05-09","05-09"
28873,2024,"REG",2,"E12000009","SOUTH WEST",5,"05-09","05-09"
321861,2024,"ENG",2,"E92000001","ENGLAND",5,"05-09","05-09"
337691,2024,"E&W",2,"K04000001","ENGLAND AND WALES",5,"05-09","05-09"
6088,2024,"WAL",1,"W92000004","WALES",85,"85+","85-89"
13926,2024,"REG",1,"E12000001","NORTH EAST",71,"70-74","70-74"
34548,2024,"REG",1,"E12000002","NORTH WEST",71,"70-74","70-74"
25749,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",71,"70-74","70-74"
23259,2024,"REG",1,"E12000004","EAST MIDLANDS",71,"70-74","70-74"
27018,2024,"REG",1,"E12000005","WEST MIDLANDS",71,"70-74","70-74"
28945,2024,"REG",1,"E12000006","EAST",71,"70-74","70-74"
25129,2024,"REG",1,"E12000007","LONDON",71,"70-74","70-74"
41897,2024,"REG",1,"E12000008","SOUTH EAST",71,"70-74","70-74"
29982,2024,"REG",1,"E12000009","SOUTH WEST",71,"70-74","70-74"
250453,2024,"ENG",1,"E92000001","ENGLAND",71,"70-74","70-74"
266987,2024,"E&W",1,"K04000001","ENGLAND AND WALES",71,"70-74","70-74"
15830,2024,"WAL",2,"W92000004","WALES",5,"05-09","05-09"
16534,2024,"WAL",1,"W92000004","WALES",71,"70-74","70-74"
14391,2024,"REG",2,"E12000001","NORTH EAST",6,"05-09","05-09"
43421,2024,"REG",2,"E12000002","NORTH WEST",6,"05-09","05-09"
31917,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",6,"05-09","05-09"
27591,2024,"REG",2,"E12000004","EAST MIDLANDS",6,"05-09","05-09"
36520,2024,"REG",2,"E12000005","WEST MIDLANDS",6,"05-09","05-09"
38020,2024,"REG",2,"E12000006","EAST",6,"05-09","05-09"
50856,2024,"REG",2,"E12000007","LONDON",6,"05-09","05-09"
53592,2024,"REG",2,"E12000008","SOUTH EAST",6,"05-09","05-09"
29431,2024,"REG",2,"E12000009","SOUTH WEST",6,"05-09","05-09"
325739,2024,"ENG",2,"E92000001","ENGLAND",6,"05-09","05-09"
342411,2024,"E&W",2,"K04000001","ENGLAND AND WALES",6,"05-09","05-09"
13145,2024,"REG",1,"E12000001","NORTH EAST",72,"70-74","70-74"
32641,2024,"REG",1,"E12000002","NORTH WEST",72,"70-74","70-74"
24318,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",72,"70-74","70-74"
22615,2024,"REG",1,"E12000004","EAST MIDLANDS",72,"70-74","70-74"
25658,2024,"REG",1,"E12000005","WEST MIDLANDS",72,"70-74","70-74"
27747,2024,"REG",1,"E12000006","EAST",72,"70-74","70-74"
23822,2024,"REG",1,"E12000007","LONDON",72,"70-74","70-74"
39970,2024,"REG",1,"E12000008","SOUTH EAST",72,"70-74","70-74"
28860,2024,"REG",1,"E12000009","SOUTH WEST",72,"70-74","70-74"
238776,2024,"ENG",1,"E92000001","ENGLAND",72,"70-74","70-74"
254487,2024,"E&W",1,"K04000001","ENGLAND AND WALES",72,"70-74","70-74"
15711,2024,"WAL",1,"W92000004","WALES",72,"70-74","70-74"
16672,2024,"WAL",2,"W92000004","WALES",6,"05-09","05-09"
4349,2024,"REG",1,"E12000001","NORTH EAST",86,"85+","85-89"
11681,2024,"REG",1,"E12000002","NORTH WEST",86,"85+","85-89"
8910,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",86,"85+","85-89"
8107,2024,"REG",1,"E12000004","EAST MIDLANDS",86,"85+","85-89"
9910,2024,"REG",1,"E12000005","WEST MIDLANDS",86,"85+","85-89"
11499,2024,"REG",1,"E12000006","EAST",86,"85+","85-89"
8602,2024,"REG",1,"E12000007","LONDON",86,"85+","85-89"
16037,2024,"REG",1,"E12000008","SOUTH EAST",86,"85+","85-89"
11306,2024,"REG",1,"E12000009","SOUTH WEST",86,"85+","85-89"
90401,2024,"ENG",1,"E92000001","ENGLAND",86,"85+","85-89"
95751,2024,"E&W",1,"K04000001","ENGLAND AND WALES",86,"85+","85-89"
5350,2024,"WAL",1,"W92000004","WALES",86,"85+","85-89"
15071,2024,"REG",2,"E12000001","NORTH EAST",7,"05-09","05-09"
44553,2024,"REG",2,"E12000002","NORTH WEST",7,"05-09","05-09"
32404,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",7,"05-09","05-09"
28202,2024,"REG",2,"E12000004","EAST MIDLANDS",7,"05-09","05-09"
37233,2024,"REG",2,"E12000005","WEST MIDLANDS",7,"05-09","05-09"
38285,2024,"REG",2,"E12000006","EAST",7,"05-09","05-09"
52114,2024,"REG",2,"E12000007","LONDON",7,"05-09","05-09"
55492,2024,"REG",2,"E12000008","SOUTH EAST",7,"05-09","05-09"
30013,2024,"REG",2,"E12000009","SOUTH WEST",7,"05-09","05-09"
333367,2024,"ENG",2,"E92000001","ENGLAND",7,"05-09","05-09"
350282,2024,"E&W",2,"K04000001","ENGLAND AND WALES",7,"05-09","05-09"
12891,2024,"REG",1,"E12000001","NORTH EAST",73,"70-74","70-74"
32385,2024,"REG",1,"E12000002","NORTH WEST",73,"70-74","70-74"
24510,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",73,"70-74","70-74"
22742,2024,"REG",1,"E12000004","EAST MIDLANDS",73,"70-74","70-74"
25337,2024,"REG",1,"E12000005","WEST MIDLANDS",73,"70-74","70-74"
27798,2024,"REG",1,"E12000006","EAST",73,"70-74","70-74"
23172,2024,"REG",1,"E12000007","LONDON",73,"70-74","70-74"
39844,2024,"REG",1,"E12000008","SOUTH EAST",73,"70-74","70-74"
29037,2024,"REG",1,"E12000009","SOUTH WEST",73,"70-74","70-74"
237716,2024,"ENG",1,"E92000001","ENGLAND",73,"70-74","70-74"
253248,2024,"E&W",1,"K04000001","ENGLAND AND WALES",73,"70-74","70-74"
16915,2024,"WAL",2,"W92000004","WALES",7,"05-09","05-09"
15532,2024,"WAL",1,"W92000004","WALES",73,"70-74","70-74"
3835,2024,"REG",1,"E12000001","NORTH EAST",87,"85+","85-89"
9791,2024,"REG",1,"E12000002","NORTH WEST",87,"85+","85-89"
7595,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",87,"85+","85-89"
6758,2024,"REG",1,"E12000004","EAST MIDLANDS",87,"85+","85-89"
12693,2024,"REG",1,"E12000001","NORTH EAST",74,"70-74","70-74"
32184,2024,"REG",1,"E12000002","NORTH WEST",74,"70-74","70-74"
24062,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",74,"70-74","70-74"
22587,2024,"REG",1,"E12000004","EAST MIDLANDS",74,"70-74","70-74"
25305,2024,"REG",1,"E12000005","WEST MIDLANDS",74,"70-74","70-74"
28061,2024,"REG",1,"E12000006","EAST",74,"70-74","70-74"
22453,2024,"REG",1,"E12000007","LONDON",74,"70-74","70-74"
39913,2024,"REG",1,"E12000008","SOUTH EAST",74,"70-74","70-74"
29385,2024,"REG",1,"E12000009","SOUTH WEST",74,"70-74","70-74"
236643,2024,"ENG",1,"E92000001","ENGLAND",74,"70-74","70-74"
252454,2024,"E&W",1,"K04000001","ENGLAND AND WALES",74,"70-74","70-74"
15232,2024,"REG",2,"E12000001","NORTH EAST",8,"05-09","05-09"
45905,2024,"REG",2,"E12000002","NORTH WEST",8,"05-09","05-09"
32975,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",8,"05-09","05-09"
29329,2024,"REG",2,"E12000004","EAST MIDLANDS",8,"05-09","05-09"
37660,2024,"REG",2,"E12000005","WEST MIDLANDS",8,"05-09","05-09"
39542,2024,"REG",2,"E12000006","EAST",8,"05-09","05-09"
52665,2024,"REG",2,"E12000007","LONDON",8,"05-09","05-09"
56418,2024,"REG",2,"E12000008","SOUTH EAST",8,"05-09","05-09"
31519,2024,"REG",2,"E12000009","SOUTH WEST",8,"05-09","05-09"
341245,2024,"ENG",2,"E92000001","ENGLAND",8,"05-09","05-09"
358983,2024,"E&W",2,"K04000001","ENGLAND AND WALES",8,"05-09","05-09"
8540,2024,"REG",1,"E12000005","WEST MIDLANDS",87,"85+","85-89"
9913,2024,"REG",1,"E12000006","EAST",87,"85+","85-89"
7401,2024,"REG",1,"E12000007","LONDON",87,"85+","85-89"
14232,2024,"REG",1,"E12000008","SOUTH EAST",87,"85+","85-89"
9910,2024,"REG",1,"E12000009","SOUTH WEST",87,"85+","85-89"
77975,2024,"ENG",1,"E92000001","ENGLAND",87,"85+","85-89"
82554,2024,"E&W",1,"K04000001","ENGLAND AND WALES",87,"85+","85-89"
4579,2024,"WAL",1,"W92000004","WALES",87,"85+","85-89"
15811,2024,"WAL",1,"W92000004","WALES",74,"70-74","70-74"
17738,2024,"WAL",2,"W92000004","WALES",8,"05-09","05-09"
12878,2024,"REG",1,"E12000001","NORTH EAST",75,"75-79","75-79"
32756,2024,"REG",1,"E12000002","NORTH WEST",75,"75-79","75-79"
24508,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",75,"75-79","75-79"
22506,2024,"REG",1,"E12000004","EAST MIDLANDS",75,"75-79","75-79"
25521,2024,"REG",1,"E12000005","WEST MIDLANDS",75,"75-79","75-79"
28664,2024,"REG",1,"E12000006","EAST",75,"75-79","75-79"
21668,2024,"REG",1,"E12000007","LONDON",75,"75-79","75-79"
41096,2024,"REG",1,"E12000008","SOUTH EAST",75,"75-79","75-79"
29823,2024,"REG",1,"E12000009","SOUTH WEST",75,"75-79","75-79"
239420,2024,"ENG",1,"E92000001","ENGLAND",75,"75-79","75-79"
255297,2024,"E&W",1,"K04000001","ENGLAND AND WALES",75,"75-79","75-79"
15877,2024,"WAL",1,"W92000004","WALES",75,"75-79","75-79"
3102,2024,"REG",1,"E12000001","NORTH EAST",88,"85+","85-89"
8220,2024,"REG",1,"E12000002","NORTH WEST",88,"85+","85-89"
6495,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",88,"85+","85-89"
5672,2024,"REG",1,"E12000004","EAST MIDLANDS",88,"85+","85-89"
7104,2024,"REG",1,"E12000005","WEST MIDLANDS",88,"85+","85-89"
8219,2024,"REG",1,"E12000006","EAST",88,"85+","85-89"
6367,2024,"REG",1,"E12000007","LONDON",88,"85+","85-89"
12322,2024,"REG",1,"E12000008","SOUTH EAST",88,"85+","85-89"
8414,2024,"REG",1,"E12000009","SOUTH WEST",88,"85+","85-89"
65915,2024,"ENG",1,"E92000001","ENGLAND",88,"85+","85-89"
69857,2024,"E&W",1,"K04000001","ENGLAND AND WALES",88,"85+","85-89"
3942,2024,"WAL",1,"W92000004","WALES",88,"85+","85-89"
15042,2024,"REG",2,"E12000001","NORTH EAST",9,"05-09","05-09"
45502,2024,"REG",2,"E12000002","NORTH WEST",9,"05-09","05-09"
33073,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",9,"05-09","05-09"
28989,2024,"REG",2,"E12000004","EAST MIDLANDS",9,"05-09","05-09"
37322,2024,"REG",2,"E12000005","WEST MIDLANDS",9,"05-09","05-09"
38798,2024,"REG",2,"E12000006","EAST",9,"05-09","05-09"
51573,2024,"REG",2,"E12000007","LONDON",9,"05-09","05-09"
56830,2024,"REG",2,"E12000008","SOUTH EAST",9,"05-09","05-09"
31355,2024,"REG",2,"E12000009","SOUTH WEST",9,"05-09","05-09"
338484,2024,"ENG",2,"E92000001","ENGLAND",9,"05-09","05-09"
355910,2024,"E&W",2,"K04000001","ENGLAND AND WALES",9,"05-09","05-09"
17426,2024,"WAL",2,"W92000004","WALES",9,"05-09","05-09"
13110,2024,"REG",1,"E12000001","NORTH EAST",76,"75-79","75-79"
33433,2024,"REG",1,"E12000002","NORTH WEST",76,"75-79","75-79"
25136,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",76,"75-79","75-79"
23347,2024,"REG",1,"E12000004","EAST MIDLANDS",76,"75-79","75-79"
26037,2024,"REG",1,"E12000005","WEST MIDLANDS",76,"75-79","75-79"
30409,2024,"REG",1,"E12000006","EAST",76,"75-79","75-79"
21830,2024,"REG",1,"E12000007","LONDON",76,"75-79","75-79"
43487,2024,"REG",1,"E12000008","SOUTH EAST",76,"75-79","75-79"
31316,2024,"REG",1,"E12000009","SOUTH WEST",76,"75-79","75-79"
248105,2024,"ENG",1,"E92000001","ENGLAND",76,"75-79","75-79"
264506,2024,"E&W",1,"K04000001","ENGLAND AND WALES",76,"75-79","75-79"
16401,2024,"WAL",1,"W92000004","WALES",76,"75-79","75-79"
15174,2024,"REG",2,"E12000001","NORTH EAST",10,"10-14","10-14"
45960,2024,"REG",2,"E12000002","NORTH WEST",10,"10-14","10-14"
32853,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",10,"10-14","10-14"
29306,2024,"REG",2,"E12000004","EAST MIDLANDS",10,"10-14","10-14"
38131,2024,"REG",2,"E12000005","WEST MIDLANDS",10,"10-14","10-14"
39072,2024,"REG",2,"E12000006","EAST",10,"10-14","10-14"
50991,2024,"REG",2,"E12000007","LONDON",10,"10-14","10-14"
56604,2024,"REG",2,"E12000008","SOUTH EAST",10,"10-14","10-14"
31820,2024,"REG",2,"E12000009","SOUTH WEST",10,"10-14","10-14"
339911,2024,"ENG",2,"E92000001","ENGLAND",10,"10-14","10-14"
357447,2024,"E&W",2,"K04000001","ENGLAND AND WALES",10,"10-14","10-14"
17536,2024,"WAL",2,"W92000004","WALES",10,"10-14","10-14"
15596,2024,"REG",2,"E12000001","NORTH EAST",11,"10-14","10-14"
46424,2024,"REG",2,"E12000002","NORTH WEST",11,"10-14","10-14"
33883,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",11,"10-14","10-14"
29996,2024,"REG",2,"E12000004","EAST MIDLANDS",11,"10-14","10-14"
38689,2024,"REG",2,"E12000005","WEST MIDLANDS",11,"10-14","10-14"
39997,2024,"REG",2,"E12000006","EAST",11,"10-14","10-14"
52232,2024,"REG",2,"E12000007","LONDON",11,"10-14","10-14"
57962,2024,"REG",2,"E12000008","SOUTH EAST",11,"10-14","10-14"
32451,2024,"REG",2,"E12000009","SOUTH WEST",11,"10-14","10-14"
347230,2024,"ENG",2,"E92000001","ENGLAND",11,"10-14","10-14"
365323,2024,"E&W",2,"K04000001","ENGLAND AND WALES",11,"10-14","10-14"
18093,2024,"WAL",2,"W92000004","WALES",11,"10-14","10-14"
15949,2024,"REG",2,"E12000001","NORTH EAST",12,"10-14","10-14"
47527,2024,"REG",2,"E12000002","NORTH WEST",12,"10-14","10-14"
34812,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",12,"10-14","10-14"
30592,2024,"REG",2,"E12000004","EAST MIDLANDS",12,"10-14","10-14"
39523,2024,"REG",2,"E12000005","WEST MIDLANDS",12,"10-14","10-14"
40662,2024,"REG",2,"E12000006","EAST",12,"10-14","10-14"
52831,2024,"REG",2,"E12000007","LONDON",12,"10-14","10-14"
60346,2024,"REG",2,"E12000008","SOUTH EAST",12,"10-14","10-14"
33495,2024,"REG",2,"E12000009","SOUTH WEST",12,"10-14","10-14"
355737,2024,"ENG",2,"E92000001","ENGLAND",12,"10-14","10-14"
374391,2024,"E&W",2,"K04000001","ENGLAND AND WALES",12,"10-14","10-14"
18654,2024,"WAL",2,"W92000004","WALES",12,"10-14","10-14"
2597,2024,"REG",1,"E12000001","NORTH EAST",89,"85+","85-89"
6783,2024,"REG",1,"E12000002","NORTH WEST",89,"85+","85-89"
5283,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",89,"85+","85-89"
4801,2024,"REG",1,"E12000004","EAST MIDLANDS",89,"85+","85-89"
5895,2024,"REG",1,"E12000005","WEST MIDLANDS",89,"85+","85-89"
7114,2024,"REG",1,"E12000006","EAST",89,"85+","85-89"
5273,2024,"REG",1,"E12000007","LONDON",89,"85+","85-89"
10197,2024,"REG",1,"E12000008","SOUTH EAST",89,"85+","85-89"
7131,2024,"REG",1,"E12000009","SOUTH WEST",89,"85+","85-89"
55074,2024,"ENG",1,"E92000001","ENGLAND",89,"85+","85-89"
58366,2024,"E&W",1,"K04000001","ENGLAND AND WALES",89,"85+","85-89"
15946,2024,"REG",2,"E12000001","NORTH EAST",13,"10-14","10-14"
47560,2024,"REG",2,"E12000002","NORTH WEST",13,"10-14","10-14"
34205,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",13,"10-14","10-14"
30725,2024,"REG",2,"E12000004","EAST MIDLANDS",13,"10-14","10-14"
14031,2024,"REG",1,"E12000001","NORTH EAST",77,"75-79","75-79"
35425,2024,"REG",1,"E12000002","NORTH WEST",77,"75-79","75-79"
26941,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",77,"75-79","75-79"
25034,2024,"REG",1,"E12000004","EAST MIDLANDS",77,"75-79","75-79"
26851,2024,"REG",1,"E12000005","WEST MIDLANDS",77,"75-79","75-79"
32929,2024,"REG",1,"E12000006","EAST",77,"75-79","75-79"
22738,2024,"REG",1,"E12000007","LONDON",77,"75-79","75-79"
47006,2024,"REG",1,"E12000008","SOUTH EAST",77,"75-79","75-79"
33810,2024,"REG",1,"E12000009","SOUTH WEST",77,"75-79","75-79"
264765,2024,"ENG",1,"E92000001","ENGLAND",77,"75-79","75-79"
281517,2024,"E&W",1,"K04000001","ENGLAND AND WALES",77,"75-79","75-79"
3292,2024,"WAL",1,"W92000004","WALES",89,"85+","85-89"
39377,2024,"REG",2,"E12000005","WEST MIDLANDS",13,"10-14","10-14"
40126,2024,"REG",2,"E12000006","EAST",13,"10-14","10-14"
52880,2024,"REG",2,"E12000007","LONDON",13,"10-14","10-14"
60054,2024,"REG",2,"E12000008","SOUTH EAST",13,"10-14","10-14"
33627,2024,"REG",2,"E12000009","SOUTH WEST",13,"10-14","10-14"
354500,2024,"ENG",2,"E92000001","ENGLAND",13,"10-14","10-14"
373169,2024,"E&W",2,"K04000001","ENGLAND AND WALES",13,"10-14","10-14"
18669,2024,"WAL",2,"W92000004","WALES",13,"10-14","10-14"
16752,2024,"WAL",1,"W92000004","WALES",77,"75-79","75-79"
8108,2024,"REG",1,"E12000001","NORTH EAST",90,"85+","90+"
20718,2024,"REG",1,"E12000002","NORTH WEST",90,"85+","90+"
16287,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",90,"85+","90+"
15563,2024,"REG",1,"E12000004","EAST MIDLANDS",90,"85+","90+"
18821,2024,"REG",1,"E12000005","WEST MIDLANDS",90,"85+","90+"
23168,2024,"REG",1,"E12000006","EAST",90,"85+","90+"
18447,2024,"REG",1,"E12000007","LONDON",90,"85+","90+"
34708,2024,"REG",1,"E12000008","SOUTH EAST",90,"85+","90+"
23553,2024,"REG",1,"E12000009","SOUTH WEST",90,"85+","90+"
179373,2024,"ENG",1,"E92000001","ENGLAND",90,"85+","90+"
189699,2024,"E&W",1,"K04000001","ENGLAND AND WALES",90,"85+","90+"
10326,2024,"WAL",1,"W92000004","WALES",90,"85+","90+"
10015,2024,"REG",1,"E12000001","NORTH EAST",78,"75-79","75-79"
25591,2024,"REG",1,"E12000002","NORTH WEST",78,"75-79","75-79"
19184,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",78,"75-79","75-79"
18542,2024,"REG",1,"E12000004","EAST MIDLANDS",78,"75-79","75-79"
20610,2024,"REG",1,"E12000005","WEST MIDLANDS",78,"75-79","75-79"
24518,2024,"REG",1,"E12000006","EAST",78,"75-79","75-79"
17385,2024,"REG",1,"E12000007","LONDON",78,"75-79","75-79"
35012,2024,"REG",1,"E12000008","SOUTH EAST",78,"75-79","75-79"
25238,2024,"REG",1,"E12000009","SOUTH WEST",78,"75-79","75-79"
196095,2024,"ENG",1,"E92000001","ENGLAND",78,"75-79","75-79"
208434,2024,"E&W",1,"K04000001","ENGLAND AND WALES",78,"75-79","75-79"
12339,2024,"WAL",1,"W92000004","WALES",78,"75-79","75-79"
12187,2024,"REG",2,"E12000001","NORTH EAST",0,"<1","<1"
36661,2024,"REG",2,"E12000002","NORTH WEST",0,"<1","<1"
27198,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",0,"<1","<1"
22738,2024,"REG",2,"E12000004","EAST MIDLANDS",0,"<1","<1"
30966,2024,"REG",2,"E12000005","WEST MIDLANDS",0,"<1","<1"
31339,2024,"REG",2,"E12000006","EAST",0,"<1","<1"
51548,2024,"REG",2,"E12000007","LONDON",0,"<1","<1"
43720,2024,"REG",2,"E12000008","SOUTH EAST",0,"<1","<1"
23523,2024,"REG",2,"E12000009","SOUTH WEST",0,"<1","<1"
279880,2024,"ENG",2,"E92000001","ENGLAND",0,"<1","<1"
293399,2024,"E&W",2,"K04000001","ENGLAND AND WALES",0,"<1","<1"
13519,2024,"WAL",2,"W92000004","WALES",0,"<1","<1"
15762,2024,"REG",2,"E12000001","NORTH EAST",14,"10-14","10-14"
46345,2024,"REG",2,"E12000002","NORTH WEST",14,"10-14","10-14"
34108,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",14,"10-14","10-14"
29979,2024,"REG",2,"E12000004","EAST MIDLANDS",14,"10-14","10-14"
38073,2024,"REG",2,"E12000005","WEST MIDLANDS",14,"10-14","10-14"
40019,2024,"REG",2,"E12000006","EAST",14,"10-14","10-14"
52673,2024,"REG",2,"E12000007","LONDON",14,"10-14","10-14"
59778,2024,"REG",2,"E12000008","SOUTH EAST",14,"10-14","10-14"
33587,2024,"REG",2,"E12000009","SOUTH WEST",14,"10-14","10-14"
350324,2024,"ENG",2,"E92000001","ENGLAND",14,"10-14","10-14"
368854,2024,"E&W",2,"K04000001","ENGLAND AND WALES",14,"10-14","10-14"
18530,2024,"WAL",2,"W92000004","WALES",14,"10-14","10-14"
15363,2024,"REG",2,"E12000001","NORTH EAST",15,"15-19","15-19"
46088,2024,"REG",2,"E12000002","NORTH WEST",15,"15-19","15-19"
33823,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",15,"15-19","15-19"
29558,2024,"REG",2,"E12000004","EAST MIDLANDS",15,"15-19","15-19"
38413,2024,"REG",2,"E12000005","WEST MIDLANDS",15,"15-19","15-19"
39582,2024,"REG",2,"E12000006","EAST",15,"15-19","15-19"
53353,2024,"REG",2,"E12000007","LONDON",15,"15-19","15-19"
58411,2024,"REG",2,"E12000008","SOUTH EAST",15,"15-19","15-19"
32880,2024,"REG",2,"E12000009","SOUTH WEST",15,"15-19","15-19"
347471,2024,"ENG",2,"E92000001","ENGLAND",15,"15-19","15-19"
365602,2024,"E&W",2,"K04000001","ENGLAND AND WALES",15,"15-19","15-19"
18131,2024,"WAL",2,"W92000004","WALES",15,"15-19","15-19"
9322,2024,"REG",1,"E12000001","NORTH EAST",79,"75-79","75-79"
23677,2024,"REG",1,"E12000002","NORTH WEST",79,"75-79","75-79"
18248,2024,"REG",1,"E12000003","YORKSHIRE AND THE HUMBER",79,"75-79","75-79"
17635,2024,"REG",1,"E12000004","EAST MIDLANDS",79,"75-79","75-79"
20143,2024,"REG",1,"E12000005","WEST MIDLANDS",79,"75-79","75-79"
22838,2024,"REG",1,"E12000006","EAST",79,"75-79","75-79"
15686,2024,"REG",1,"E12000007","LONDON",79,"75-79","75-79"
32705,2024,"REG",1,"E12000008","SOUTH EAST",79,"75-79","75-79"
23831,2024,"REG",1,"E12000009","SOUTH WEST",79,"75-79","75-79"
184085,2024,"ENG",1,"E92000001","ENGLAND",79,"75-79","75-79"
195854,2024,"E&W",1,"K04000001","ENGLAND AND WALES",79,"75-79","75-79"
12526,2024,"REG",2,"E12000001","NORTH EAST",1,"01-04","01-04"
38282,2024,"REG",2,"E12000002","NORTH WEST",1,"01-04","01-04"
27821,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",1,"01-04","01-04"
23690,2024,"REG",2,"E12000004","EAST MIDLANDS",1,"01-04","01-04"
32104,2024,"REG",2,"E12000005","WEST MIDLANDS",1,"01-04","01-04"
32872,2024,"REG",2,"E12000006","EAST",1,"01-04","01-04"
51066,2024,"REG",2,"E12000007","LONDON",1,"01-04","01-04"
46107,2024,"REG",2,"E12000008","SOUTH EAST",1,"01-04","01-04"
24718,2024,"REG",2,"E12000009","SOUTH WEST",1,"01-04","01-04"
289186,2024,"ENG",2,"E92000001","ENGLAND",1,"01-04","01-04"
302974,2024,"E&W",2,"K04000001","ENGLAND AND WALES",1,"01-04","01-04"
13788,2024,"WAL",2,"W92000004","WALES",1,"01-04","01-04"
15825,2024,"REG",2,"E12000001","NORTH EAST",16,"15-19","15-19"
46273,2024,"REG",2,"E12000002","NORTH WEST",16,"15-19","15-19"
33700,2024,"REG",2,"E12000003","YORKSHIRE AND THE HUMBER",16,"15-19","15-19"
29935,2024,"REG",2,"E12000004","EAST MIDLANDS",16,"15-19","15-19"
